Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD
Operator 45,Well 9681,MBH,8660,31,154,100,6,3949348,73682,10/21/2013,P & P,48.187154,-103.5849387,CROSSLINKED (HC),447.24155,121.57,760.6180145,585.8536051,455.0569801,377.1458836,329.9501425
Operator 46,Well 9682,TFH,8622,35,155,100,32,4141244,98613,9/27/2014,P & P,48.19857737,-103.5735941,CROSSLINKED (HC),537.314545,114.09,643.0966469,509.9276792,374.2493973,,
Operator 46,Well 9683,MBH,9205,35,155,100,32,4088946,201649,9/27/2014,P & P,48.19857726,-103.5737172,,620.85508,143.93,615.7790927,538.7573964,467.8774929,,
Operator 24,Well 9684,TFH,9736,25,153,98,9,3831797,97811,3/28/2014,P & P (cmt.),48.08483727,-103.2820265,,474.78655,51.51,521.4990138,266.9296515,189.5573088,157.6850026,137.4506903
Operator 35,Well 9685,MBH,9458,35,157,100,28,4103757,205724,8/30/2013,P & P,48.4011663,-103.6189003,SLICKWATER (HC),660,121.61,529.0598291,455.5226824,413.5765943,375.9880196,325.7725181
Operator 38,Well 9686,MBH,6583,24,154,99,10,2202494,75768,12/11/2013,Sleeves,48.16935909,-103.4007729,,660,120.07,607.5608153,484.823581,386.7521368,337.4570823,304.3912996
Operator 6,Well 9687,TFH,9197,34,156,99,30,3911459,71400,4/15/2014,P & P (cmt.),48.31288661,-103.4701909,LINEAR GEL (HC),656.5888,103.35,642.5378041,446.5483235,376.4080649,319.300168,279.6679816
Operator 35,Well 9688,MBH,9891,35,157,100,20,4073260,200127,2/5/2015,P & P,48.4022555,-103.6298215,SLICKWATER (HC),660,114.2,485.1084813,420.7977208,388.4231865,346.3036014,306.4129958
Operator 24,Well 9689,TFH,9120,22,159,98,12,1940980,53470,1/16/2014,P & P (cmt.),48.60518894,-103.2915467,SLICKWATER (HC),660,18.14,84.5496384,71.34560596,58.67302213,52.36686391,47.8139382
Operator 22,Well 969,MBH,9619,30,163,99,28,2010060,42015,12/18/2014,Sleeves,48.92266897,-103.543043,,660,55.01,273.2741617,243.3925049,,,
Operator 24,Well 9690,TFH,8152,23,154,98,26,3605220,87200,12/27/2013,P & P (cmt.),48.13752711,-103.2562844,,374.699955,75.24,334.8783695,280.1665571,232.7470962,206.3335525,182.9635108
Operator 46,Well 9691,TFH,9315,35,153,99,3,6012505,256844,8/8/2015,P & P,48.11004285,-103.3942991,SLICKWATER (HC),612.04855,144.78,,,,,
Operator 24,Well 9692,MBH,9506,33,155,99,4,5511683,124345,7/30/2014,P & P (cmt.),48.28377766,-103.4188057,CROSSLINKED (HC),382.39379,126.87,599.0138067,549.6383958,472.896121,401.0044561,
Operator 2,Well 9693,TFH,9783,30,158,95,2,3063680,72517,7/1/2014,P & P,48.54534581,-102.9120509,CROSSLINKED (HC),660,88.57,428.9283366,354.5912777,292.9158448,248.2285046,
Operator 25,Well 9694,MBH,9138,35,158,100,32,3502160,75397,10/22/2014,P & P,48.46074858,-103.6300714,SLICKWATER (HC),660,79.14,328.6982249,293.8417708,271.3182117,,
Operator 24,Well 9695,TFH,9064,20,155,99,4,3920094,101696,7/4/2014,P & P (cmt.),48.28377766,-103.4240314,LINEAR GEL (HC),378.14262,71.49,369.9868508,338.1328074,270.2388779,220.9693915,
Operator 24,Well 9696,MBH,9347,30,155,99,4,4062299,121120,7/11/2014,P & P (cmt.),48.28377766,-103.4244013,CROSSLINKED (HC),472.774745,134.06,601.4792899,542.9432391,459.2921324,398.0093506,
Operator 2,Well 9697,TFH,9505,30,158,95,10,3723630,75711,10/16/2014,P & P,48.5180296,-102.9418369,CROSSLINKED (HC),523.73286,41.79,32.61012492,18.1240412,,,
Operator 11,Well 9698,TFH,10325,33,155,101,1,4506327,72952,6/30/2014,Sleeves,48.28361061,-103.6073014,,584.583105,89.16,552.5969757,421.6085908,326.1998685,270.8232888,
Operator 45,Well 9699,MBH,8901,31,154,100,6,3934153,73995,9/16/2013,P & P,48.18715304,-103.5845283,,660,120.91,804.3392505,565.3627,438.9546351,363.3976185,321.4579224
Operator 9,Well 97,TFH,9496,30,143,99,16,2540059,74632,11/9/2013,OH,47.2107354,-103.2337153,,660,40.71,226.95595,150.4711812,120.863467,107.3927971,98.2385492
Operator 22,Well 970,MBH,10054,30,163,99,28,2004620,40568,12/19/2014,Sleeves,48.92266906,-103.542835,SLICKWATER (HC),601.79952,40.08,183.7606838,129.7939952,,,
Operator 46,Well 9700,TFH,9221,35,155,100,32,4078660,105178,9/27/2014,P & P,48.19857714,-103.5738404,CROSSLINKED (HC),643.91361,126.99,705.8842867,530.5500767,445.5237782,,
Operator 46,Well 9701,MBH,9813,35,155,100,32,6012920,277337,9/27/2014,P & P,48.19857703,-103.5739635,SLICKWATER (HC),643.91361,194.4,923.0769231,766.6666667,645.052597,,
Operator 24,Well 9702,MBH,11190,27,153,98,9,4722551,103238,3/11/2014,P & P (cmt.),48.08491951,-103.2820277,CROSSLINKED (HC),660,150.11,952.2024984,701.7532325,547.3975455,449.8685076,394.5731975
Operator 2,Well 9703,TFH,9275,28,154,97,2,2644383.44,75156,11/9/2013,OH,48.19637871,-103.1216025,CROSSLINKED (HC),336.13695,31.06,151.7094017,130.9007232,102.7777778,84.96237855,73.87957484
Operator 24,Well 9704,MBH,8896,23,154,99,3,4066459,89520,3/9/2014,P & P (cmt.),48.19706539,-103.3929921,LINEAR GEL (HC),436.35311,101.2,614.957265,468.6280956,383.530572,313.7701804,269.4088319
Operator 6,Well 9705,MBH,9260,35,156,99,30,4026215,75643,4/16/2014,P & P (cmt.),48.31288647,-103.4704992,LINEAR GEL (HC),656.5888,122.88,915.7133465,627.4271313,492.6857331,401.7167068,343.2089634
Operator 35,Well 9706,MBH,9556,35,157,100,20,4105280,111643,2/4/2014,P & P,48.40225574,-103.6296979,LINEAR GEL (HC),660,102.06,481.3609467,452.9366645,377.1148367,312.7036307,267.337826
Operator 1,Well 9707,MBH,7394,20,155,97,28,2978981,146774,8/3/2014,P & P,48.21979686,-103.1553082,SLICKWATER (HC),657.114455,68.73,401.4792899,326.5943458,255.8075827,210.1285704,
Operator 24,Well 9708,MBH,8362,22,154,99,1,3676591,84188,4/19/2014,P & P (cmt.),48.19650429,-103.3484187,LINEAR GEL (HC),636.44773,129.9,734.5496384,590.0942362,445.5292571,366.5497845,318.2445759
Operator 45,Well 9709,TFH,8905,31,154,102,25,3716761,89221,2/12/2014,P & P,48.13871552,-103.7461073,CROSSLINKED (HC),607.927555,55.1,241.5844839,214.0258602,186.1768573,164.3874644,151.8765067
Operator 1,Well 971,TFH,9511,30,162,97,20,3604940,154210,12/21/2014,P & P,48.83705862,-103.3032738,SLICKWATER (HC),660,60.62,269.0006575,243.3815472,,,
Operator 46,Well 9710,TFH,9527,35,153,99,3,597655,254897,8/8/2015,P & P,48.11012509,-103.3942996,SLICKWATER (HC),660,180.53,,,,,
Operator 46,Well 9711,MBH,9211,35,153,99,3,5988992,281150,7/19/2015,P & P,48.11026783,-103.4057142,SLICKWATER (HC),648.71664,199.6,,,,,
Operator 24,Well 9712,MBH,8898,23,155,99,4,4605843,111170,7/24/2014,P & P (cmt.),48.28377766,-103.4186824,CROSSLINKED (HC),463.70228,91.72,561.7357002,437.1575718,344.8334429,276.1962159,
Operator 1,Well 9713,TF2,10216,29,159,95,25,5458770,77863,8/2/2014,P & P,48.57439426,-102.8981396,LINEAR GEL (HC),176.505775,37,123.7672584,122.5071225,114.5408722,91.86207904,
Operator 1,Well 9714,TFH,10295,30,159,95,25,5356316,73283,6/27/2014,P & P,48.57439754,-102.8973958,SW-GEL HYBRID,266.219265,83.37,508.678501,439.7764629,331.3719044,250.0840091,
Operator 24,Well 9715,MBH,9199,29,155,99,4,3828709,118621,7/11/2014,P & P (cmt.),48.28377766,-103.4241547,,416.220005,99.49,472.4194609,446.9866316,386.3521806,316.9552195,
Operator 24,Well 9716,TFH,9342,21,155,99,4,4166480,100064,7/5/2014,P & P (cmt.),48.28377766,-103.424278,LINEAR GEL (HC),387.721145,66.86,438.4944116,329.9364453,258.8538242,207.5242896,
Operator 11,Well 9717,TFH,9932,32,156,103,10,5024279,46091,8/22/2014,Sleeves,48.34355617,-103.9129138,,660,46.69,247.3372781,205.4240631,158.1360947,,
Operator 1,Well 9718,MBH,9581,30,158,96,5,3012563,50269,9/12/2013,P & P,48.54570986,-103.1104242,,660,37.77,284.3523997,185.4920009,138.0999343,113.2734312,98.10979619
Operator 2,Well 9719,MBH,10237,30,155,96,4,2869052,79628,11/25/2013,P & P,48.28326392,-103.0302372,CROSSLINKED (HC),660,83.17,451.4464168,365.877712,294.3348674,243.6956681,210.9275696
Operator 22,Well 972,TFH,10085,28,161,99,20,2413040,57252.7619,8/27/2015,P & P (cmt.),48.75067847,-103.5605912,SLICKWATER (HC),660,59.26,,,,,
Operator 24,Well 9720,MBH,8656,23,154,98,33,4079855,87106,4/27/2014,P & P (cmt.),48.11191507,-103.2969805,CROSSLINKED (HC),474.431895,102.76,720.9401709,496.7346044,370.0799912,317.2766455,263.735481
Operator 6,Well 9721,TFH,4368,22,154,99,9,2524980,45986,6/28/2014,P & P (cmt.),48.16961043,-103.4134787,,536.9657,89.05,476.2656147,422.342757,336.4343634,278.1028563,233.3525093
Operator 2,Well 9722,MBH,9896,30,154,97,2,2840035,79423,11/13/2013,OH,48.19644176,-103.1215205,,387.48519,76.1,388.7573964,317.0173132,238.4998904,206.3152896,182.7032654
Operator 24,Well 9723,MBH,9518,25,154,99,3,4252512,97183,3/10/2014,P & P (cmt.),48.19706533,-103.3931152,LINEAR GEL (HC),545.39578,109.69,585.4700855,477.1093579,389.2066623,333.3150705,296.4414859
Operator 6,Well 9724,MBH,9315,34,156,99,30,3614100,80936,6/5/2014,P & P (cmt.),48.31288909,-103.4649481,CROSSLINKED (HC),536.32912,126.66,628.5338593,484.9550734,420.7758054,379.3666448,339.1765286
Operator 1,Well 9725,TFH,7416,20,155,97,28,3981657,77749,8/5/2014,P & P,48.2198008,-103.155493,,654.210075,59.47,354.503616,275.0493097,208.49222,170.432464,
Operator 24,Well 9726,TF2,8266,23,154,99,1,3552259,94713,4/20/2014,P & P (cmt.),48.19650463,-103.3485418,,390.68059,40.28,298.1591059,190.02849,142.5871137,117.576156,102.6682007
Operator 18,Well 9727,MBH,9867,35,158,98,10,2981015,45678,10/2/2014,Sleeves,48.51851548,-103.3212297,LINEAR GEL (HC),660,75.63,413.5437212,340.1709402,265.2257287,,
Operator 18,Well 9728,MBH,10603,35,158,98,10,2991251,44145,10/5/2014,Sleeves,48.51851567,-103.3210934,,660,67.97,353.2544379,277.6682007,227.509314,,
Operator 46,Well 9729,MBH,9692,50,153,99,3,6008030,281204,7/19/2015,P & P,48.11026797,-103.4055913,SLICKWATER (HC),660,264.32,,,,,
Operator 22,Well 973,TFH,9864,26,163,101,27,2496340,47809,6/3/2014,Sleeves,48.92305444,-103.7842002,,660,45.08,192.4063116,169.9649353,152.9092702,135.4262547,122.8879027
Operator 46,Well 9730,TFH,9293,35,153,99,3,5995758,287265,7/10/2015,P & P,48.11026812,-103.4054685,SLICKWATER (HC),615.757705,191.58,,,,,
Operator 1,Well 9731,TFH,9442,30,153,99,12,3429924,198585,6/17/2014,P & P,48.0830955,-103.3526613,,657.179575,135.21,589.3491124,544.9813719,469.3403463,403.6233472,358.9387464
Operator 1,Well 9732,TF2,11269,30,159,95,25,5588342,77187,6/26/2014,P & P,48.57439672,-102.8975817,LINEAR GEL (HC),164.860445,48.46,247.9289941,212.2835854,178.7475345,,
Operator 18,Well 9733,TFH,9976,35,154,95,4,3474856,56438,10/25/2014,Sleeves,48.19502863,-102.9042917,LINEAR GEL (HC),492.062655,152.45,873.04405,761.669954,581.4814815,,
Operator 18,Well 9734,MBH,9670,35,154,95,4,3457063,53141,11/18/2014,Sleeves,48.19489157,-102.9042917,LINEAR GEL (HC),478.539195,113.51,777.2846811,616.1626123,446.89897,,
Operator 11,Well 9735,TFH,10177,32,156,103,10,4995720,64750,8/27/2014,Sleeves,48.34355567,-103.912778,,660,38.44,187.2452334,160.8481262,139.5299145,118.0948207,
Operator 11,Well 9736,MBH,10241,32,156,103,10,3382018,118657,9/10/2014,P & P,48.34355517,-103.9126422,SW-XL HYBRID,660,26.2,137.5410914,102.6408065,83.69493754,68.93856381,
Operator 1,Well 9737,MBH,9557,30,159,95,7,5757475,76705,6/18/2014,P & P,48.60538104,-103.0067108,,548.683805,60.86,359.8619329,298.2248521,235.2509314,190.4448828,
Operator 2,Well 9738,MBH,9264,30,155,96,4,2715447,77920,12/6/2013,P & P,48.28326562,-103.0304837,CROSSLINKED (HC),605.301745,73.72,332.0841552,308.4483892,258.0648696,219.00431,191.2037037
Operator 24,Well 9739,TFH,8442,23,154,98,33,3775907,90498,4/27/2014,P & P (cmt.),48.11191461,-103.2968576,CROSSLINKED (HC),299.0113,72.11,501.5121631,378.2051282,261.669954,213.8395792,171.7291256
Operator 20,Well 974,TFH,9342,25,163,98,30,2005993,52270,1/2/2015,P & P (cmt.),48.92266553,-103.4626237,SLICKWATER (HC),660,92.63,537.5739645,472.5290379,319.3951348,,
Operator 11,Well 9740,TFH,10413,36,155,101,3,2133090,33570,2/3/2014,Sleeves,48.28383863,-103.6490651,,657.74323,54.08,433.6291913,245.7484111,185.8152531,160.9138725,146.3319088
Operator 18,Well 9741,MBH,9443,35,157,99,20,3006771,43262,3/3/2014,Sleeves,48.4026641,-103.5058206,CROSSLINKED (HC),660,88.56,560.1577909,400.6574622,308.273066,262.3931624,231.812952
Operator 24,Well 9742,TFH,8936,24,154,99,3,3911055,101295,3/10/2014,P & P (cmt.),48.19706527,-103.3932383,LINEAR GEL (HC),416.67822,68.04,352.5641026,277.2627657,226.2272628,201.74958,177.8216086
Operator 6,Well 9743,MBH,9304,34,156,99,30,3570940,79299,5/30/2014,P & P (cmt.),48.31288894,-103.4652565,,526.097945,135.94,650.3616042,579.5200526,493.6554898,426.8354153,369.0691431
Operator 1,Well 9744,MBH,12341,40,155,97,28,6042965,299187,7/20/2014,P & P,48.21980475,-103.1556778,,656.78496,94.43,485.6673241,408.0319965,311.9822485,255.6213018,
Operator 24,Well 9745,MBH,9289,23,154,99,1,3711113,91889,4/19/2014,P & P (cmt.),48.19650497,-103.3486649,LINEAR GEL (HC),262.55102,116.6,867.3241289,599.8575499,425.9259259,350.3287311,304.5529257
Operator 18,Well 9746,MBH,10256,35,158,98,10,2971542,44862,10/7/2014,Sleeves,48.51851586,-103.3209572,LINEAR GEL (HC),660,67.37,,,,,
Operator 46,Well 9747,MBH,9255,35,153,99,3,3945892,226327,12/23/2014,P & P,48.11026826,-103.4053456,,627.041065,144.74,865.2531229,701.3806706,,,
Operator 46,Well 9748,TFH,2008,8,153,99,3,1005332,21450,7/18/2015,P & P,48.11026841,-103.4052227,,623.96027,109.87,,,,,
Operator 1,Well 9749,MBH,9401,30,153,99,12,3463434,193047,6/9/2014,P & P,48.08309541,-103.352477,SLICKWATER (HC),653.337315,176.84,867.7514793,806.980057,685.2016217,575.849222,474.4137629
Operator 22,Well 975,TFH,10050,17,163,99,28,3019400,49380,12/21/2014,Sleeves,48.92266915,-103.5426269,LINEAR GEL (HC),483.55746,46.9,215.7790927,206.2568486,,,
Operator 46,Well 9750,MBH,9157,50,156,100,24,4095140,260755,10/23/2015,P & P,48.31476596,-103.4894548,SLICKWATER (HC),660,181.32,,,,,
Operator 1,Well 9751,MBH,10149,40,159,95,25,5992280,270811,7/9/2014,P & P (cmt.),48.5743959,-102.8977677,SLICKWATER (HC),162.086145,94.1,548.3563445,466.0859084,388.2752575,300.0365257,
Operator 18,Well 9752,TFH,9219,35,154,95,4,3495130,53418,10/22/2014,Sleeves,48.19475451,-102.9042917,LINEAR GEL (HC),511.971705,119.32,762.5246548,603.7913653,453.1941705,,
Operator 10,Well 9753,MBH,9556,34,158,96,23,3955095,228208,5/7/2014,11 Sleeves and 23 P & P,48.48902472,-103.0549731,SLICKWATER (HC),660,60.3,183.5634451,162.0863467,123.3837388,,
Operator 1,Well 9754,TFH,9605,30,159,95,7,5734055,76136,6/26/2014,P & P,48.60538141,-103.0065246,,596.308275,63.68,320.1512163,289.0642121,245.9346921,203.2727007,
Operator 11,Well 9755,TFH,9892,36,153,100,23,3751719,90851,8/20/2013,Sleeves,48.06445258,-103.5168641,,568.5778,80.7,587.73833,379.5967565,281.4595661,241.9095624,216.0530353
Operator 24,Well 9756,MBH,8727,22,154,98,33,3299981,86573,4/27/2014,P & P (cmt.),48.11191416,-103.2967347,CROSSLINKED (HC),247.372645,123.08,608.974359,530.6596537,438.5765943,370.6954489,314.4669077
Operator 41,Well 9757,TFH,10191,32,154,100,15,3983078,72091,6/27/2014,P & P,48.16781591,-103.532011,,583.559865,88.35,611.0124918,416.0749507,307.2923515,261.7466579,
Operator 41,Well 9758,MBH,10078,32,154,100,15,3979613,70767,6/27/2014,P & P,48.16781586,-103.531888,LINEAR GEL (HC),597.70763,79.52,449.8027613,330.9993425,251.6655709,215.4174885,
Operator 1,Well 9759,MBH,9782,30,153,99,17,3655097,80777,11/28/2013,P & P,48.08137248,-103.44093,CROSSLINKED (HC),398.27382,129.26,653.0243261,570.1512163,446.7400833,381.9818833,335.820732
Operator 22,Well 976,TFH,9660,26,163,99,28,2918140,45271,12/23/2014,Sleeves,48.92266925,-103.5424189,LINEAR GEL (HC),660,85.96,379.3228139,342.2419461,,,
Operator 1,Well 9760,TFH,9343,30,153,99,17,2859230,66034,11/23/2013,P & P,48.08137267,-103.4407458,,241.71816,102.26,534.0236686,370.3265396,308.5744028,259.0948937,210.2509314
Operator 24,Well 9761,TFH,8959,26,154,99,3,4295079,108875,3/10/2014,P & P (cmt.),48.19706522,-103.3933614,LINEAR GEL (HC),545.39578,71.25,368.5075608,311.4069691,242.3953539,214.7271532,189.6778435
Operator 11,Well 9762,MBH,10392,36,155,101,3,4753734,68949,2/16/2014,Sleeves,48.28388685,-103.6546541,LINEAR GEL (HC),597.175315,56.53,271.9592373,224.0850318,188.1328074,171.699905,158.7908174
Operator 1,Well 9763,TFH,12456,40,155,97,28,8282608,163790,7/22/2014,P & P,48.21980869,-103.1558626,,656.78496,68.04,290.4667982,247.7317554,202.1531887,174.3005333,
Operator 11,Well 9764,TF1,9522,32,156,101,24,4000878,57396,2/19/2014,Sleeves,48.31412238,-103.6124899,,660,41.69,,,,,
Operator 24,Well 9765,TFH,9000,26,154,99,1,3705034,101287,4/20/2014,P & P (cmt.),48.19650532,-103.348788,,396.97247,80.88,649.8027613,461.4069691,316.2886259,251.1469063,211.2590401
Operator 18,Well 9766,MBH,10718,35,158,98,10,2912919,44168,10/9/2014,Sleeves,48.51851604,-103.3208209,LINEAR GEL (HC),660,62.19,467.7514793,289.7874206,228.9612097,,
Operator 46,Well 9767,MBH,6123,24,153,99,3,2809935,78912,12/19/2014,P & P,48.11026855,-103.4050998,,660,183.97,671.6962525,471.970195,,,
Operator 46,Well 9768,TFH,9116,50,156,100,24,5973047,295246,10/23/2015,P & P,48.31478805,-103.4893355,SLICKWATER (HC),660,137.39,,,,,
Operator 46,Well 9769,TFH,9267,50,156,100,24,4094833,244083,10/23/2015,P & P,48.31481014,-103.4892203,SLICKWATER (HC),582.37985,73.45,,,,,
Operator 20,Well 977,MBH,9190,25,163,99,27,1586420,26895,5/19/2014,OH,48.92254555,-103.5095053,CROSSLINKED (HC),660,28.69,148.3563445,114.7052378,95.1183432,84.52407042,76.56695157
Operator 1,Well 9770,TFH,10102,33,159,95,25,6262956,85718,7/31/2014,P & P,48.57439508,-102.8979537,LINEAR GEL (HC),149.04665,35.57,151.3477975,138.5711155,126.9669077,103.9338155,
Operator 1,Well 9771,TFH,10126,33,159,95,25,6203670,84040,8/8/2014,P & P,48.57439344,-102.8983256,LINEAR GEL (HC),153.13439,40.54,151.9066404,131.9088319,124.1617357,112.9337424,
Operator 1,Well 9772,MBH,9738,30,159,95,7,5754563,75190,7/1/2014,P & P,48.60538179,-103.0063385,CROSSLINKED (HC),649.804065,50.6,215.1545036,203.0681569,177.8654394,153.5429907,
Operator 1,Well 9773,MBH,10968,30,159,95,7,5692103,73683,6/7/2014,P & P,48.60538446,-103.0050027,,616.467965,54.98,291.7159763,214.9243918,184.4291037,166.6484038,142.5980714
Operator 11,Well 9774,TFH,9494,32,155,102,7,3502404,48280,10/28/2013,Sleeves,48.25680908,-103.8439651,,443.61116,56.38,373.4385273,289.0203813,215.02849,181.1600555,161.5138067
Operator 1,Well 9775,MBH,10079,30,159,95,20,4504748,61611,1/31/2014,P & P,48.58872632,-102.98312,CROSSLINKED (HC),554.842595,55.74,281.5910585,259.3907517,214.809336,178.5776901,153.3010081
Operator 24,Well 9776,TFH,6820,20,154,98,33,3749815,80632,4/26/2014,P & P (cmt.),48.1119137,-103.2966117,CROSSLINKED (HC),260.94748,68.38,441.2886259,357.4183651,251.5121631,205.4788516,169.2198115
Operator 41,Well 9777,TFH,10057,32,154,100,15,3940764,80003,6/27/2014,P & P,48.1678158,-103.531765,LINEAR GEL (HC),644.92006,61.31,225.2794214,198.8713566,173.8384835,152.0710059,
Operator 1,Well 9778,MBH,9344,30,153,99,17,4491440,96441,11/23/2013,P & P,48.08137287,-103.4405615,,334.738255,179.75,845.200526,715.4174885,577.2792023,518.0254219,475.147929
Operator 1,Well 9779,MBH,9455,30,153,99,12,5862123,108404,2/11/2014,P & P,48.08307318,-103.3637288,,654.55922,166.8,660.3221565,608.0429542,551.4190226,490.6421214,415.9215428
Operator 22,Well 978,MBH,9581,30,163,100,15,1977600,40668,10/6/2014,Sleeves,48.95147702,-103.6483587,SLICKWATER (HC),560.59251,79.81,354.7337278,277.9311856,252.7120316,200.4748338,
Operator 35,Well 9780,MBH,9960,35,157,100,19,4099767,182784,3/18/2014,P & P,48.40266737,-103.6619233,,660,107.53,550.7560815,401.4245014,338.6861714,307.8749361,279.670721
Operator 11,Well 9781,TFH,9548,36,156,101,24,3968232,53838,2/23/2014,Sleeves,48.31414152,-103.6056622,,660,37.04,163.477975,149.7589305,130.9883848,118.8253342,108.1415735
Operator 1,Well 9782,MBH,8381,30,155,97,20,5943119,118261,3/30/2014,P & P,48.23091197,-103.1901394,,651.71092,113.12,677.6462853,577.7668201,424.9123384,356.7243772,307.3526189
Operator 11,Well 9783,TFH,10503,32,156,102,36,3964840,58628,3/29/2014,Sleeves,48.28538085,-103.7398062,LINEAR GEL (HC),631.987075,46.27,214.5956607,173.5152312,151.0628972,138.9363723,126.7641902
Operator 1,Well 9784,MBH,10974,30,159,95,3,4386631,60885,4/26/2014,P & P,48.63244107,-102.9462904,CROSSLINKED (HC),660,94.88,412.4917817,393.4472934,334.5222441,289.9627438,251.2710936
Operator 1,Well 9785,TFH,10485,29,159,95,3,4265940,59593,4/26/2014,P & P,48.63244065,-102.9461042,CROSSLINKED (HC),647.254395,82.99,510.5851414,376.4738111,307.7032654,262.8205128,221.9756739
Operator 25,Well 9786,MBH,9709,35,158,100,13,5037097,103990,7/8/2015,P & P,48.51711772,-103.5436701,SLICKWATER (HC),660,82.91,,,,,
Operator 18,Well 9787,TFH,9001,35,153,98,15,2479320,38104,8/10/2014,Sleeves,48.07260644,-103.2771647,,607.97665,66.71,589.4806049,358.3607276,249.18913,203.9593834,
Operator 18,Well 9788,MBH,10281,42,154,98,7,2966702,45519,10/2/2014,Sleeves,48.16965619,-103.336736,CROSSLINKED (HC),529.783565,133.82,732.4457594,637.1246987,486.5768135,,
Operator 1,Well 9789,MBH,10800,30,159,95,7,5711981,76827,6/15/2014,P & P,48.60538345,-103.0055113,,583.92725,69.69,321.1702827,287.2561911,257.4512382,225.6373731,183.0593908
Operator 1,Well 979,TFH,10372,40,160,95,32,4755190,86853,9/12/2014,P & P,48.6466998,-102.9774591,LINEAR GEL (HC),654.46466,100.32,547.2715319,450.9642779,378.5338593,,
Operator 1,Well 9790,TFH,10791,30,159,95,7,5706364,75947,6/8/2014,P & P,48.60538382,-103.0053251,CROSSLINKED (HC),609.43303,65.58,396.5483235,296.7455621,242.724085,201.1651691,167.7213456
Operator 1,Well 9791,MBH,9520,30,156,100,25,5883607,120177,2/6/2014,P & P,48.31278669,-103.4856251,,660,164.74,778.731098,695.8579882,598.7563007,530.1994302,471.5565417
Operator 38,Well 9792,MBH,3709,15,154,99,13,1435183,43454,3/29/2014,Sleeves,48.16837489,-103.3461737,LINEAR GEL (HC),401.45465,77.39,288.9875082,269.1431076,245.4854263,220.4361166,188.5245453
Operator 38,Well 9793,MBH,3648,15,154,99,13,1464833,45611,3/28/2014,Sleeves,48.16837513,-103.3460712,,660,48.24,282.0512821,196.7565198,156.1637081,133.3150705,110.1632698
Operator 11,Well 9794,MBH,9578,32,155,102,7,3589807,51742,10/29/2013,Sleeves,48.25680898,-103.8437597,LINEAR GEL (HC),559.304615,51.26,199.2767916,182.127986,168.5678282,158.7807729,145.3594127
Operator 46,Well 9795,TFH,9343,35,155,100,33,4078370,100146,8/14/2014,P & P,48.19843359,-103.5468901,CROSSLINKED (HC),646.16602,121.49,593.8527285,514.2230988,402.3065965,316.8785156,
Operator 46,Well 9796,MBH,9551,35,155,100,33,4087511,200783,8/14/2014,P & P,48.19843416,-103.546767,,646.16602,212.87,1085.568705,927.2189349,757.5991672,624.6183067,
Operator 41,Well 9797,TFH,9751,31,154,100,15,5625770,201715,7/11/2014,P & P,48.16781553,-103.5311909,,623.72977,130.17,707.0019724,575.5971948,473.5481043,396.2670758,
Operator 46,Well 9798,TFH,9624,35,153,99,5,4128077,101818,6/28/2014,P & P,48.11018021,-103.4510868,CROSSLINKED (HC),603.75347,118.31,461.0124918,214.7271532,,,
Operator 46,Well 9799,TFH,9258,35,153,99,5,3977558,102288,6/28/2014,P & P,48.11017976,-103.4512097,,485.29479,94.95,455.1939513,316.17357,198.0166557,,
Operator 4,Well 98,TFH,10173,30,140,100,26,1635900,26003,9/16/2012,Sleeves,46.91869333,-103.2646692,LINEAR GEL (HC),660,80.55,367.4884944,325.3889985,265.3791365,229.4031704,204.6789393
Operator 1,Well 980,MBH,9519,30,160,95,32,3599950,162565,11/4/2014,P & P,48.64669791,-102.9782868,LINEAR GEL (HC),655.53829,85.19,,,,,
Operator 1,Well 9800,TFH,9647,30,153,99,12,5898639,108392,2/14/2014,P & P,48.0830731,-103.3635445,,632.10897,134.38,487.3109796,460.8590839,425.2081964,386.7338739,346.8743151
Operator 35,Well 9801,MBH,9758,34,157,100,19,4090666,182879,5/22/2014,P & P,48.40266806,-103.6621705,,660,134,676.4628534,612.7657243,506.1637081,425.0821828,362.8889985
Operator 11,Well 9802,TFH,9803,32,156,101,24,4058741,64970,2/14/2014,Sleeves,48.31398401,-103.622736,,660,37.79,227.3833005,188.034188,140.5599386,121.2031558,109.083936
Operator 1,Well 9803,TFH,8281,30,155,97,20,5914608,120199,1/4/2014,P & P,48.23091102,-103.1899546,,651.71092,90.38,557.4621959,495.3758492,349.2493973,281.7590766,237.5465702
Operator 1,Well 9804,MBH,11640,35,155,97,20,4315113,99181,3/17/2014,P & P,48.23090681,-103.1891334,SLICKWATER (HC),616.95152,115.61,638.6587771,532.938856,414.3874644,345.8251151,300.0082183
Operator 11,Well 9805,MBH,9452,36,156,102,36,3991465,55415,4/3/2014,Sleeves,48.28537971,-103.7396006,,603.651085,50.33,226.2327416,196.4716195,167.1214114,150.8218277,135.7440281
